District,crop_name,crop_type,Area,Production
MADHUBANI,Sweet Potato,vegetables,,700
MUNGER,Sweet Potato,vegetables,-,-
MUZAFFARPUR,Sweet Potato,vegetables,100,1200
NALANDA,Sweet Potato,vegetables,-,-
NAWADA,Sweet Potato,vegetables,-,-
PASHCHIM CHAMPARAN,Sweet Potato,vegetables,,700
PATNA,Sweet Potato,vegetables,-,-
PURBI CHAMPARAN,Sweet Potato,vegetables,,600
PURNIA,Sweet Potato,vegetables,-,-
ROHTAS,Sweet Potato,vegetables,-,-
SAHARSA,Sweet Potato,vegetables,-,-
SAMASTIPUR,Sweet Potato,vegetables,100,1600
SARAN,Sweet Potato,vegetables,-,-
SHEIKHPURA,Sweet Potato,vegetables,-,-
SHEOHAR,Sweet Potato,vegetables,200,400
SITAMARHI,Sweet Potato,vegetables,,600
SIWAN,Sweet Potato,vegetables,-,-
SUPAUL,Sweet Potato,vegetables,-,-
VAISHALI,Sweet Potato,vegetables,500,1000
ARARIA,Tomato,vegetables,745,16306.3
ARWAL,Tomato,vegetables,400,8500
AURANGABAD,Tomato,vegetables,1475,28025
BANKA,Tomato,vegetables,600,13300
BEGUSARAI,Tomato,vegetables,1905,43614.48
BHAGALPUR,Tomato,vegetables,1605,38319.37
BHOJPUR,Tomato,vegetables,1112,24767.28
BUXAR,Tomato,vegetables,710,17344.29
DARBHANGA,Tomato,vegetables,1505,33009.67
GAYA,Tomato,vegetables,1005,1005
GOPALGANJ,Tomato,vegetables,1500,33000
JAMUI,Tomato,vegetables,400,8500
JEHANABAD,Tomato,vegetables,507,16528.2
KAIMUR (BHABUA),Tomato,vegetables,600,11800
KATIHAR,Tomato,vegetables,1405,32616.07
KHAGARIA,Tomato,vegetables,1100,23600
KISHANGANJ,Tomato,vegetables,804,18894
LAKHISARAI,Tomato,vegetables,500,6000
MADHEPURA,Tomato,vegetables,1213,25776.25
MADHUBANI,Tomato,vegetables,1300,29800
MUNGER,Tomato,vegetables,780,17717.14
MUZAFFARPUR,Tomato,vegetables,3710,83023.78
NALANDA,Tomato,vegetables,1910,44850
NAWADA,Tomato,vegetables,875,17062.5
PASHCHIM CHAMPARAN,Tomato,vegetables,,900
PATNA,Tomato,vegetables,2000,45473.68
PURBI CHAMPARAN,Tomato,vegetables,1800,40732.11
PURNIA,Tomato,vegetables,1000,24333.33
ROHTAS,Tomato,vegetables,914,16248.89
SAHARSA,Tomato,vegetables,1209,26396.5
SAMASTIPUR,Tomato,vegetables,1912,42064
SARAN,Tomato,vegetables,1612,33549.75
SHEIKHPURA,Tomato,vegetables,206,5459
SHEOHAR,Tomato,vegetables,512,12083.2
SITAMARHI,Tomato,vegetables,1575,35595
SIWAN,Tomato,vegetables,1400,30500
SUPAUL,Tomato,vegetables,499,10878.2
VAISHALI,Tomato,vegetables,3901,92023.59
ARARIA,Other Vegetables,vegetables,600,7700
ARWAL,Other Vegetables,vegetables,200,2300
AURANGABAD,Other Vegetables,vegetables,810,10645.73
BANKA,Other Vegetables,vegetables,-,-
BEGUSARAI,Other Vegetables,vegetables,1500,21200
BHAGALPUR,Other Vegetables,vegetables,1100,15800
BHOJPUR,Other Vegetables,vegetables,300,4100
BUXAR,Other Vegetables,vegetables,250,3375
DARBHANGA,Other Vegetables,vegetables,1500,20300
GAYA,Other Vegetables,vegetables,600,600
GOPALGANJ,Other Vegetables,vegetables,700,10500
JAMUI,Other Vegetables,vegetables,300,3400
JEHANABAD,Other Vegetables,vegetables,200,2300
KAIMUR (BHABUA),Other Vegetables,vegetables,300,4800
KATIHAR,Other Vegetables,vegetables,1402,20829.71
KHAGARIA,Other Vegetables,vegetables,713,9167.14
KISHANGANJ,Other Vegetables,vegetables,603,8040
LAKHISARAI,Other Vegetables,vegetables,200,2200
MADHEPURA,Other Vegetables,vegetables,400,6100
MADHUBANI,Other Vegetables,vegetables,1200,17300
MUNGER,Other Vegetables,vegetables,300,4300
MUZAFFARPUR,Other Vegetables,vegetables,1500,21900
NALANDA,Other Vegetables,vegetables,1600,24100
NAWADA,Other Vegetables,vegetables,400,5500
PASHCHIM CHAMPARAN,Other Vegetables,vegetables,900,1600
PATNA,Other Vegetables,vegetables,1300,19900
PURBI CHAMPARAN,Other Vegetables,vegetables,1500,21500
PURNIA,Other Vegetables,vegetables,1500,22000
ROHTAS,Other Vegetables,vegetables,500,7000
SAHARSA,Other Vegetables,vegetables,700,10100
SAMASTIPUR,Other Vegetables,vegetables,1600,23000
SARAN,Other Vegetables,vegetables,900,12000
SHEIKHPURA,Other Vegetables,vegetables,102,1836
SHEOHAR,Other Vegetables,vegetables,300,4500
SITAMARHI,Other Vegetables,vegetables,800,11500
SIWAN,Other Vegetables,vegetables,500,7900
SUPAUL,Other Vegetables,vegetables,300,4500
VAISHALI,Other Vegetables,vegetables,1600,24000
ARARIA,Coconut,plantation_crop,500,220197.63
ARWAL,Coconut,plantation_crop,-,-
AURANGABAD,Coconut,plantation_crop,-,-
BANKA,Coconut,plantation_crop,-,-
BEGUSARAI,Coconut,plantation_crop,-,-
BHAGALPUR,Coconut,plantation_crop,1300,564256.42
BHOJPUR,Coconut,plantation_crop,-,-
BUXAR,Coconut,plantation_crop,-,-
DARBHANGA,Coconut,plantation_crop,-,-
GAYA,Coconut,plantation_crop,-,-
GOPALGANJ,Coconut,plantation_crop,700,282128.21
JAMUI,Coconut,plantation_crop,-,-
JEHANABAD,Coconut,plantation_crop,-,-
KAIMUR (BHABUA),Coconut,plantation_crop,-,-
KATIHAR,Coconut,plantation_crop,1100,495444.66
KHAGARIA,Coconut,plantation_crop,-,-
KISHANGANJ,Coconut,plantation_crop,-,-
LAKHISARAI,Coconut,plantation_crop,-,-
MADHEPURA,Coconut,plantation_crop,1800,894552.86
MADHUBANI,Coconut,plantation_crop,-,-
MUNGER,Coconut,plantation_crop,-,-
MUZAFFARPUR,Coconut,plantation_crop,800,357821.14
NALANDA,Coconut,plantation_crop,,165148.22
NAWADA,Coconut,plantation_crop,400,185791.75
PASHCHIM CHAMPARAN,Coconut,plantation_crop,300,137623.52
PATNA,Coconut,plantation_crop,1100,488563.49
PURBI CHAMPARAN,Coconut,plantation_crop,1000,440395.25
PURNIA,Coconut,plantation_crop,1300,564256.42
ROHTAS,Coconut,plantation_crop,-,-
SAHARSA,Coconut,plantation_crop,1900,894552.86
SAMASTIPUR,Coconut,plantation_crop,1100,467919.96
SARAN,Coconut,plantation_crop,-,-
SHEIKHPURA,Coconut,plantation_crop,-,-
SHEOHAR,Coconut,plantation_crop,-,-
SITAMARHI,Coconut,plantation_crop,-,-
SIWAN,Coconut,plantation_crop,300,137623.52
SUPAUL,Coconut,plantation_crop,300,137623.52
VAISHALI,Coconut,plantation_crop,1000,261484.68
ARARIA,Coriander Seed,spices,-,-
ARWAL,Coriander Seed,spices,-,-
AURANGABAD,Coriander Seed,spices,-,-
BANKA,Coriander Seed,spices,,100
BEGUSARAI,Coriander Seed,spices,100,100
BHAGALPUR,Coriander Seed,spices,,100
BHOJPUR,Coriander Seed,spices,,100
BUXAR,Coriander Seed,spices,,100
DARBHANGA,Coriander Seed,spices,,100
GAYA,Coriander Seed,spices,100,100
GOPALGANJ,Coriander Seed,spices,-,-
JAMUI,Coriander Seed,spices,-,-
JEHANABAD,Coriander Seed,spices,-,-
KAIMUR (BHABUA),Coriander Seed,spices,-,-
KATIHAR,Coriander Seed,spices,,100
KHAGARIA,Coriander Seed,spices,-,-
KISHANGANJ,Coriander Seed,spices,-,-
LAKHISARAI,Coriander Seed,spices,-,-
MADHEPURA,Coriander Seed,spices,-,-
MADHUBANI,Coriander Seed,spices,-,-
MUNGER,Coriander Seed,spices,400,600
MUZAFFARPUR,Coriander Seed,spices,100,100
NALANDA,Coriander Seed,spices,100,200
NAWADA,Coriander Seed,spices,-,-
PASHCHIM CHAMPARAN,Coriander Seed,spices,100,100
PATNA,Coriander Seed,spices,100,100
PURBI CHAMPARAN,Coriander Seed,spices,,100
PURNIA,Coriander Seed,spices,-,-
ROHTAS,Coriander Seed,spices,,100
SAHARSA,Coriander Seed,spices,,100
SAMASTIPUR,Coriander Seed,spices,100,100
SARAN,Coriander Seed,spices,-,-
SHEIKHPURA,Coriander Seed,spices,200,200
SHEOHAR,Coriander Seed,spices,-,-
SITAMARHI,Coriander Seed,spices,-,-
SIWAN,Coriander Seed,spices,-,-
SUPAUL,Coriander Seed,spices,,100
VAISHALI,Coriander Seed,spices,100,100
ARARIA,Fenugreek,spices,-,-
ARWAL,Fenugreek,spices,-,-
AURANGABAD,Fenugreek,spices,-,-
BANKA,Fenugreek,spices,100,100
BEGUSARAI,Fenugreek,spices,-,-
BHAGALPUR,Fenugreek,spices,-,-
BHOJPUR,Fenugreek,spices,-,-
BUXAR,Fenugreek,spices,-,-
DARBHANGA,Fenugreek,spices,-,-
GAYA,Fenugreek,spices,-,-
GOPALGANJ,Fenugreek,spices,-,-
JAMUI,Fenugreek,spices,-,-
JEHANABAD,Fenugreek,spices,-,-
KAIMUR (BHABUA),Fenugreek,spices,-,-
KATIHAR,Fenugreek,spices,-,-
KHAGARIA,Fenugreek,spices,-,-
KISHANGANJ,Fenugreek,spices,-,-
LAKHISARAI,Fenugreek,spices,-,-
MADHEPURA,Fenugreek,spices,-,-
MADHUBANI,Fenugreek,spices,-,-
MUNGER,Fenugreek,spices,-,-
MUZAFFARPUR,Fenugreek,spices,-,-
NALANDA,Fenugreek,spices,-,-
NAWADA,Fenugreek,spices,-,-
PASHCHIM CHAMPARAN,Fenugreek,spices,-,-
PATNA,Fenugreek,spices,-,-
PURBI CHAMPARAN,Fenugreek,spices,-,-
PURNIA,Fenugreek,spices,-,-
ROHTAS,Fenugreek,spices,-,-
SAHARSA,Fenugreek,spices,-,-
SAMASTIPUR,Fenugreek,spices,-,-
SARAN,Fenugreek,spices,-,-
SHEIKHPURA,Fenugreek,spices,-,-
SHEOHAR,Fenugreek,spices,-,-
SITAMARHI,Fenugreek,spices,-,-
SIWAN,Fenugreek,spices,-,-
SUPAUL,Fenugreek,spices,-,-
VAISHALI,Fenugreek,spices,-,-
ARARIA,Garlic,spices,100,1200
ARWAL,Garlic,spices,100,500
AURANGABAD,Garlic,spices,,500
BANKA,Garlic,spices,100,100
BEGUSARAI,Garlic,spices,400,500
BHAGALPUR,Garlic,spices,200,1300
BHOJPUR,Garlic,spices,100,900
BUXAR,Garlic,spices,100,700
DARBHANGA,Garlic,spices,100,1100
GAYA,Garlic,spices,1210,1210
GOPALGANJ,Garlic,spices,1000,500
JAMUI,Garlic,spices,,400
JEHANABAD,Garlic,spices,,500
KAIMUR (BHABUA),Garlic,spices,-,-
KATIHAR,Garlic,spices,100,1500
KHAGARIA,Garlic,spices,,500
KISHANGANJ,Garlic,spices,100,1100
LAKHISARAI,Garlic,spices,-,-
MADHEPURA,Garlic,spices,100,1200
MADHUBANI,Garlic,spices,100,600
MUNGER,Garlic,spices,600,700
MUZAFFARPUR,Garlic,spices,400,5200
NALANDA,Garlic,spices,1500,400
NAWADA,Garlic,spices,100,500
PASHCHIM CHAMPARAN,Garlic,spices,200,1500
PATNA,Garlic,spices,1400,1500
PURBI CHAMPARAN,Garlic,spices,100,1900
PURNIA,Garlic,spices,200,2600
ROHTAS,Garlic,spices,100,200
SAHARSA,Garlic,spices,100,1600
SAMASTIPUR,Garlic,spices,400,4800
SARAN,Garlic,spices,100,1100
SHEIKHPURA,Garlic,spices,100,1000
SHEOHAR,Garlic,spices,,500
SITAMARHI,Garlic,spices,500,600
SIWAN,Garlic,spices,100,700
SUPAUL,Garlic,spices,,400
VAISHALI,Garlic,spices,309,3708
ARARIA,Ginger,spices,-,-
ARWAL,Ginger,spices,-,-
AURANGABAD,Ginger,spices,-,-
BANKA,Ginger,spices,-,-
BEGUSARAI,Ginger,spices,200,2600
BHAGALPUR,Ginger,spices,,200
BHOJPUR,Ginger,spices,-,-
BUXAR,Ginger,spices,-,-
DARBHANGA,Ginger,spices,,200
GAYA,Ginger,spices,,200
GOPALGANJ,Ginger,spices,,100
JAMUI,Ginger,spices,-,-
JEHANABAD,Ginger,spices,-,-
KAIMUR (BHABUA),Ginger,spices,-,-
KATIHAR,Ginger,spices,,300
KHAGARIA,Ginger,spices,-,-
KISHANGANJ,Ginger,spices,,100
LAKHISARAI,Ginger,spices,-,-
MADHEPURA,Ginger,spices,,100
MADHUBANI,Ginger,spices,,100
MUNGER,Ginger,spices,,100
MUZAFFARPUR,Ginger,spices,300,3500
NALANDA,Ginger,spices,,100
NAWADA,Ginger,spices,-,-
PASHCHIM CHAMPARAN,Ginger,spices,,300
PATNA,Ginger,spices,,100
PURBI CHAMPARAN,Ginger,spices,,300
PURNIA,Ginger,spices,,400
ROHTAS,Ginger,spices,-,-
SAHARSA,Ginger,spices,100,1100
SAMASTIPUR,Ginger,spices,300,3900
SARAN,Ginger,spices,,200
SHEIKHPURA,Ginger,spices,-,-
SHEOHAR,Ginger,spices,-,-
SITAMARHI,Ginger,spices,,100
SIWAN,Ginger,spices,,100
SUPAUL,Ginger,spices,-,-
VAISHALI,Ginger,spices,200,2800
ARARIA,Red Chilly,spices,100,200
ARWAL,Red Chilly,spices,125,125
AURANGABAD,Red Chilly,spices,103,103
BANKA,Red Chilly,spices,,100
BEGUSARAI,Red Chilly,spices,1000,1333.34
BHAGALPUR,Red Chilly,spices,345,345
BHOJPUR,Red Chilly,spices,100,200
BUXAR,Red Chilly,spices,100,200
DARBHANGA,Red Chilly,spices,210,210
GAYA,Red Chilly,spices,310,413.34
GOPALGANJ,Red Chilly,spices,100,100
JAMUI,Red Chilly,spices,102,102
JEHANABAD,Red Chilly,spices,100,100
KAIMUR (BHABUA),Red Chilly,spices,101,101
KATIHAR,Red Chilly,spices,400,500
KHAGARIA,Red Chilly,spices,103,103
KISHANGANJ,Red Chilly,spices,207,207
LAKHISARAI,Red Chilly,spices,102,102
MADHEPURA,Red Chilly,spices,207,310.5
MADHUBANI,Red Chilly,spices,100,100
MUNGER,Red Chilly,spices,300,300
MUZAFFARPUR,Red Chilly,spices,500,600
NALANDA,Red Chilly,spices,300,400
NAWADA,Red Chilly,spices,100,100
PASHCHIM CHAMPARAN,Red Chilly,spices,300,400
PATNA,Red Chilly,spices,300,400
PURBI CHAMPARAN,Red Chilly,spices,,400
PURNIA,Red Chilly,spices,400,500
ROHTAS,Red Chilly,spices,200,200
SAHARSA,Red Chilly,spices,200,300
SAMASTIPUR,Red Chilly,spices,900,1200
SARAN,Red Chilly,spices,200,300
SHEIKHPURA,Red Chilly,spices,100,100
SHEOHAR,Red Chilly,spices,100,1000
SITAMARHI,Red Chilly,spices,100,100
SIWAN,Red Chilly,spices,100,200
SUPAUL,Red Chilly,spices,101,101
VAISHALI,Red Chilly,spices,500,600
ARARIA,Tamarind,spices,-,-
ARWAL,Tamarind,spices,-,-
AURANGABAD,Tamarind,spices,,100
BANKA,Tamarind,spices,,200
BEGUSARAI,Tamarind,spices,,200
BHAGALPUR,Tamarind,spices,-,-
BHOJPUR,Tamarind,spices,-,-
BUXAR,Tamarind,spices,-,-
DARBHANGA,Tamarind,spices,-,-
GAYA,Tamarind,spices,,200
GOPALGANJ,Tamarind,spices,-,-
JAMUI,Tamarind,spices,,100
JEHANABAD,Tamarind,spices,-,-
KAIMUR (BHABUA),Tamarind,spices,,200
KATIHAR,Tamarind,spices,-,-
KHAGARIA,Tamarind,spices,-,-
KISHANGANJ,Tamarind,spices,-,-
LAKHISARAI,Tamarind,spices,-,-
MADHEPURA,Tamarind,spices,-,-
MADHUBANI,Tamarind,spices,-,-
MUNGER,Tamarind,spices,,1000
MUZAFFARPUR,Tamarind,spices,,100
NALANDA,Tamarind,spices,-,-
NAWADA,Tamarind,spices,,300
PASHCHIM CHAMPARAN,Tamarind,spices,-,-
PATNA,Tamarind,spices,-,-
PURBI CHAMPARAN,Tamarind,spices,,300
PURNIA,Tamarind,spices,-,-
ROHTAS,Tamarind,spices,,200
SAHARSA,Tamarind,spices,-,-
SAMASTIPUR,Tamarind,spices,-,-
SARAN,Tamarind,spices,-,-
SHEIKHPURA,Tamarind,spices,-,-
SHEOHAR,Tamarind,spices,-,-
SITAMARHI,Tamarind,spices,-,-
SIWAN,Tamarind,spices,-,-
SUPAUL,Tamarind,spices,-,-
VAISHALI,Tamarind,spices,-,-
ARARIA,Turmeric,spices,,1300.1
ARWAL,Turmeric,spices,,1000
AURANGABAD,Turmeric,spices,,700
BANKA,Turmeric,spices,,400
BEGUSARAI,Turmeric,spices,400,12300
BHAGALPUR,Turmeric,spices,-,-
BHOJPUR,Turmeric,spices,100,1200
BUXAR,Turmeric,spices,,900
DARBHANGA,Turmeric,spices,200,6100
GAYA,Turmeric,spices,100,3200
GOPALGANJ,Turmeric,spices,,1500
JAMUI,Turmeric,spices,,300
JEHANABAD,Turmeric,spices,,1200
KAIMUR (BHABUA),Turmeric,spices,,600
KATIHAR,Turmeric,spices,301,9732.33
KHAGARIA,Turmeric,spices,104,3432
KISHANGANJ,Turmeric,spices,100,2500
LAKHISARAI,Turmeric,spices,,500
MADHEPURA,Turmeric,spices,,1400
MADHUBANI,Turmeric,spices,100,1500
MUNGER,Turmeric,spices,100,2700
MUZAFFARPUR,Turmeric,spices,500,15500
NALANDA,Turmeric,spices,100,400
NAWADA,Turmeric,spices,,600
PASHCHIM CHAMPARAN,Turmeric,spices,200,7300
PATNA,Turmeric,spices,200,5100
PURBI CHAMPARAN,Turmeric,spices,,9000
PURNIA,Turmeric,spices,300,9900
ROHTAS,Turmeric,spices,,700
SAHARSA,Turmeric,spices,200,7400
SAMASTIPUR,Turmeric,spices,700,20500
SARAN,Turmeric,spices,100,2400
SHEIKHPURA,Turmeric,spices,,400
SHEOHAR,Turmeric,spices,100,3100
SITAMARHI,Turmeric,spices,100,3400
SIWAN,Turmeric,spices,100,2400
SUPAUL,Turmeric,spices,,800
VAISHALI,Turmeric,spices,400,10800
ARARIA,Other Aromatic,aromatic_plants,-,-
ARWAL,Other Aromatic,aromatic_plants,-,-
AURANGABAD,Other Aromatic,aromatic_plants,100,
BANKA,Other Aromatic,aromatic_plants,-,-
BEGUSARAI,Other Aromatic,aromatic_plants,500,100
BHAGALPUR,Other Aromatic,aromatic_plants,-,-
BHOJPUR,Other Aromatic,aromatic_plants,100,
BUXAR,Other Aromatic,aromatic_plants,900,200
DARBHANGA,Other Aromatic,aromatic_plants,-,-
GAYA,Other Aromatic,aromatic_plants,-,-
GOPALGANJ,Other Aromatic,aromatic_plants,-,-
JAMUI,Other Aromatic,aromatic_plants,-,-
JEHANABAD,Other Aromatic,aromatic_plants,-,-
KAIMUR (BHABUA),Other Aromatic,aromatic_plants,-,-
KATIHAR,Other Aromatic,aromatic_plants,-,-
KHAGARIA,Other Aromatic,aromatic_plants,100,
KISHANGANJ,Other Aromatic,aromatic_plants,-,-
LAKHISARAI,Other Aromatic,aromatic_plants,-,-
MADHEPURA,Other Aromatic,aromatic_plants,100,
MADHUBANI,Other Aromatic,aromatic_plants,100,
MUNGER,Other Aromatic,aromatic_plants,2100,300
MUZAFFARPUR,Other Aromatic,aromatic_plants,100,
NALANDA,Other Aromatic,aromatic_plants,-,-
NAWADA,Other Aromatic,aromatic_plants,-,-
PASHCHIM CHAMPARAN,Other Aromatic,aromatic_plants,100,
PATNA,Other Aromatic,aromatic_plants,-,-
PURBI CHAMPARAN,Other Aromatic,aromatic_plants,-,-
PURNIA,Other Aromatic,aromatic_plants,-,-
ROHTAS,Other Aromatic,aromatic_plants,-,-
SAHARSA,Other Aromatic,aromatic_plants,-,-
SAMASTIPUR,Other Aromatic,aromatic_plants,-,-
SARAN,Other Aromatic,aromatic_plants,100,
SHEIKHPURA,Other Aromatic,aromatic_plants,-,-
SHEOHAR,Other Aromatic,aromatic_plants,-,-
SITAMARHI,Other Aromatic,aromatic_plants,-,-
SIWAN,Other Aromatic,aromatic_plants,100,
SUPAUL,Other Aromatic,aromatic_plants,-,-
VAISHALI,Other Aromatic,aromatic_plants,100,
